time,P,Q,R,Phi,The,Psi,U,V,W,X,Y,Z,RPM1,RPM2,RPM3,RPM4,mc1,mc2,mc3,mc4,Phi_cmd,The_cmd,Psi_cmd,Alt_cmd
10.44,0.000915603759198024,-9.47938131195762e-16,8.3009066703838e-18,-0.175139378408337,5.61505308402079e-16,-1.20604962215953e-16,8.146586291896e-15,10.986771322045,2.03704610655226,-2.01939382381091e-14,34.0469142005403,3.0741775791673,4131.97086203956,4131.94375005166,4131.94375005166,4131.97086203956,39.1539020920511,39.1535912549152,39.1535912549152,39.1539020920511,-0.174532925199433,0,0,3.048
10.46,0.00089378529889801,-1.01286376517965e-15,8.3009066703838e-18,-0.175121285242944,5.42481876355046e-16,-1.17070305784232e-16,8.29629055767285e-15,11.0209934141868,2.04210890602718,-2.00019006247851e-14,34.2707328908264,3.07599964706015,4131.82292794632,4131.79635464008,4131.79635464008,4131.82292794632,39.1521938430642,39.1518892818792,39.1518892818792,39.1521938430642,-0.174532925199433,0,0,3.048
10.48,0.000872401952125112,-9.99878423814327e-16,8.3009066703838e-18,-0.175103624083923,5.21796123573495e-16,-1.13241895194171e-16,8.44561675204836e-15,11.0552112608291,2.04716118915818,-1.98076604251288e-14,34.4952431035054,3.07780608434452,4131.67782121525,4131.6517779667,4131.6517779667,4131.67782121525,39.1505210401018,39.1502226520573,39.1502226520573,39.1505210401018,-0.174532925199433,0,0,3.048
10.5,0.000851446700626462,-1.03883360180308e-15,8.3009066703838e-18,-0.175086386299311,5.02516840221019e-16,-1.0966266421034e-16,8.58801639450768e-15,11.0894249577322,2.05220317670768,-1.96113010059354e-14,34.7204447210525,3.07959662911688,4131.53554696818,4131.51002524285,4131.51002524285,4131.53554696818,39.1488837198107,39.1485914032302,39.1485914032302,39.1488837198107,-0.174532925199433,0,0,3.048
10.52,0.000830912600651104,-9.47936915553668e-16,8.3009066703838e-18,-0.175069563396763,4.82853905505022e-16,-1.06015908677029e-16,8.72753828844896e-15,11.1236345988636,2.05723509023954,-1.9412904799725e-14,34.9463376285554,3.08137102453974,4131.39610975109,4131.37110110445,4131.37110110445,4131.39610975109,39.1472819118715,39.1469955662149,39.1469955662149,39.1472819118715,-0.174532925199433,0,0,3.048
10.54,0.000810792783273828,-8.95995912600476e-16,8.3009066703838e-18,-0.175053147022066,4.64213853638562e-16,-1.02550413129385e-16,8.86134539717212e-15,11.1578402764246,2.06225715207221,-1.92125488406757e-14,35.1729217136818,3.08312901885585,4131.2595135385,4131.23500961639,4131.23500961639,4131.2595135385,39.1457156390532,39.1454351649198,39.1454351649198,39.1457156390532,-0.174532925199433,0,0,3.048
10.56,0.000791080454663932,-9.47936727633766e-16,8.3009066703838e-18,-0.175037128957629,4.46596687024615e-16,-9.92661323054215e-17,8.98955156194823e-15,11.1920420808758,2.06726958523206,-1.90103074775269e-14,35.4001968666476,3.08487036540123,4131.12576173784,4131.10175427679,4131.10175427679,4131.12576173784,39.1441849172708,39.1439102164005,39.1439102164005,39.1441849172708,-0.174532925199433,0,0,3.048
10.58,0.000771768896314882,-9.99877473198715e-16,8.3009066703838e-18,-0.175021501120989,4.2795652383172e-16,-9.58012339110867e-17,9.11644641173948e-15,11.2262401009631,2.07227261340661,-1.8806253308887e-14,35.6281629801853,3.08659482261704,4130.9948571938,4130.97133802136,4130.97133802136,4130.9948571938,39.1426897556411,39.1424207309159,39.1424207309159,39.1426897556411,-0.174532925199433,0,0,3.048
10.6,0.000752851465231034,-1.09077331266353e-15,8.3009066703838e-18,-0.175006255563296,4.07526155769355e-16,-9.20200864829337e-17,9.24345688679099e-15,11.2604344237431,2.07726646089791,-1.86004616691846e-14,35.8568199495126,3.08830215406028,4130.86680219288,4130.84376322782,4130.84376322782,4130.86680219288,39.14123015654,39.1409667119841,39.1409667119841,39.14123015654,-0.174532925199433,0,0,3.048
10.62,0.000734321594068452,-1.01286198691592e-15,8.3009066703838e-18,-0.174991384467806,3.86456394926068e-16,-8.81262043855013e-17,9.36781722325786e-15,11.2946251346086,2.08225135257595,-1.83930140729057e-14,36.0861676723016,3.08999212841336,4130.74159846779,4130.71903172032,4130.71903172032,4130.74159846779,39.1398061156598,39.1395481564401,39.1395481564401,39.1398061156598,-0.174532925199433,0,0,3.048
10.64,0.000716172791236033,-9.86891102027157e-16,8.3009066703838e-18,-0.174976880148361,3.66921010013049e-16,-8.45039075834893e-17,9.48505808177931e-15,11.3288123173134,2.08722751383214,-1.81839941685759e-14,36.3162060486481,3.09166451949253,4130.61924720199,4130.59714477391,4130.59714477391,4130.61924720199,39.1384176220673,39.1381650544926,39.1381650544926,39.1384176220673,-0.174532925199433,0,0,3.048
10.66,0.000698398640960147,-1.02584671464084e-15,8.3009066703838e-18,-0.17496273504788,3.46746231557284e-16,-8.07688722179891e-17,9.59990318209675e-15,11.3629960539978,2.0921951705329,-1.79734815574954e-14,36.5469349810418,3.09331910625518,4130.49974903428,4130.47810311904,4130.47810311904,4130.49974903428,39.1370646582623,39.1368173897821,39.1368173897821,39.1370646582623,-0.174532925199433,0,0,3.048
10.68,0.000680992803311543,-9.86891407317363e-16,8.3009066703838e-18,-0.174948941736837,3.2733861835091e-16,-7.71697288754445e-17,9.70918831734799e-15,11.3971764252124,2.09715454897336,-1.77615577839592e-14,36.7783543743359,3.09495567280602,4130.38310406332,4130.3619069461,4130.3619069461,4130.38310406332,39.1357472002358,39.1355051394395,39.1355051394395,39.1357472002358,-0.174532925199433,0,0,3.048
10.7,0.000663949014192704,-8.7002437830984e-16,8.3009066703838e-18,-0.174935492911746,3.09081782260606e-16,-7.37742572874151e-17,9.81246592142044e-15,11.4313535099433,2.10210587583113,-1.75483032253765e-14,37.0104641357183,3.09657400840217,4130.26931185231,4130.24855591002,4130.24855591002,4130.26931185231,39.1344652175296,39.1342282741438,39.1342282741438,39.1344652175296,-0.174532925199433,0,0,3.048
10.72,0.000647261085292991,-8.31068890341354e-16,8.3009066703838e-18,-0.174922381393648,2.91592128121322e-16,-7.05146294565953e-17,9.91084707761367e-15,11.4655273856358,2.10704937812027,-1.73337898304622e-14,37.2432641746815,3.09817390745717,4130.15837143361,4130.13804913484,4130.13804913484,4130.15837143361,39.1332186732957,39.1329867581822,39.1329867581822,39.1332186732957,-0.174532925199433,0,0,3.048
10.74,0.000630922904012607,-8.70024554676244e-16,8.3009066703838e-18,-0.174909600126588,2.74486038164977e-16,-6.73230196707551e-17,1.00050685453393e-14,11.4996981282186,2.11198528314531,-1.7118086210578e-14,37.4767544029945,3.09975516954381,4130.05028131345,4130.0303852184,4130.0303852184,4130.05028131345,39.1320075243565,39.1317805495092,39.1317805495092,39.1320075243565,-0.174532925199433,0,0,3.048
10.76,0.000614928433350322,-8.18083808369588e-16,8.3009066703838e-18,-0.174897142176111,2.57379907229493e-16,-6.41316231168839e-17,1.00959490665416e-14,11.5338658121275,2.1169138184555,-1.69012632061074e-14,37.7109347346742,3.10131759939605,4129.94503947663,4129.92556223699,4129.92556223699,4129.94503947663,39.1308317212646,39.1306095998066,39.1306095998066,39.1308317212646,-0.174532925199433,0,0,3.048
10.78,0.000599271711763653,-8.31068759689466e-16,8.3009066703838e-18,-0.174885000727745,2.42063939001806e-16,-6.12567565621353e-17,1.01798112423319e-14,11.5680305103289,2.12183521179916,-1.66833901996552e-14,37.9458050859566,3.10286100690971,4129.84264339129,4129.8235777501,4129.8235777501,4129.84264339129,39.1296912083645,39.1294738545443,39.1294738545443,39.1296912083645,-0.174532925199433,0,0,3.048
10.8,0.000583946852997585,-8.5703916573604e-16,8.3009066703838e-18,-0.174873169085497,2.25341353248669e-16,-5.81335554052523e-17,1.02636856066525e-14,11.6021922943432,2.12674969107824,-1.64645314262556e-14,38.1813653752697,3.10438520714222,4129.74309001369,4129.72442880515,4129.72442880515,4129.74309001369,39.1285859238527,39.1283732530401,39.1283732530401,39.1285859238527,-0.174532925199433,0,0,3.048
10.82,0.000568948045888005,-8.5703917287687e-16,8.3009066703838e-18,-0.174861640670346,2.08490856260512e-16,-5.49879576686426e-17,1.03446697852761e-14,11.6363512342672,2.13165748430302,-1.62447537636947e-14,38.4176155232052,3.10589002031124,4129.64637579305,4129.62811194227,4129.62811194227,4129.64637579305,39.1275157998402,39.127307728522,39.127307728522,39.1275157998402,-0.174532925199433,0,0,3.048
10.84,0.000554269554134795,-9.21964994276053e-16,8.3009066703838e-18,-0.174850409018746,1.91256709882105e-16,-5.17747846408675e-17,1.04233452001696e-14,11.670507398798,2.13655881954707,-1.60241241214839e-14,38.6545554524917,3.10737527179235,4129.55249667638,4129.53462319915,4129.53462319915,4129.55249667638,39.126480762414,39.1262772081894,39.1262772081894,39.126480762414,-0.174532925199433,0,0,3.048
10.86,0.000539905716049766,-9.34950063826439e-16,8.3009066703838e-18,-0.174839467781132,1.71976571715151e-16,-4.82003871784064e-17,1.05028989065236e-14,11.7046608552545,2.14145392490234,-1.5802710651782e-14,38.8921850879674,3.1088407921156,4129.46144811336,4129.44395811585,4129.44395811585,4129.46144811336,39.1254807316994,39.1252816132748,39.1252816132748,39.1254807316994,-0.174532925199433,0,0,3.048
10.88,0.000525850944280616,-9.99875763340735e-16,8.3009066703838e-18,-0.174828810720427,1.52440656627534e-16,-4.45810248677012e-17,1.05793031148378e-14,11.7388116696002,2.14634302843448,-1.55805919258108e-14,39.1305043565539,3.11028641696115,4129.37322506129,4129.35611173974,4129.35611173974,4129.37322506129,39.1245156219229,39.1243208591067,39.1243208591067,39.1245156219229,-0.174532925199433,0,0,3.048
10.9,0.000512099725514221,-1.01286097109249e-15,8.3009066703838e-18,-0.174818431710561,1.32393216054587e-16,-4.08715255966889e-17,1.06531182959265e-14,11.7729599064652,2.15122635813846,-1.5357847404228e-14,39.369513187229,3.11171198715383,4129.28782199001,4129.27107863036,4129.27107863036,4129.28782199001,39.1235853414749,39.1233948551718,39.1233948551718,39.1235853414749,-0.174532925199433,0,0,3.048
10.92,0.000498646620152185,-9.60919957791984e-16,8.3009066703838e-18,-0.174808324734991,1.1247361445681e-16,-3.71848147829698e-17,1.07227243639187e-14,11.8071056291682,2.15610414189426,-1.51345557698572e-14,39.6092115110013,3.11311734865675,4129.20523288688,4129.18885286443,4129.18885286443,4129.20523288688,39.122689792974,39.1225035051789,39.1225035051789,39.122689792974,-0.174532925199433,0,0,3.048
10.94,0.000485486261965953,-8.95994162816489e-16,8.3009066703838e-18,-0.174798483885235,9.47278193515836e-17,-3.38822141491131e-17,1.07839363565784e-14,11.8412488997377,2.16097660742301,-1.4910798746018e-14,39.8495992608842,3.11450235256393,4129.12545126179,4129.10942804078,4129.10942804078,4129.12545126179,39.1218288733297,39.1216467071218,39.1216467071218,39.1218288733297,-0.174532925199433,0,0,3.048
10.96,0.000472613357732785,-9.2196428621802e-16,8.3009066703838e-18,-0.1747889033594,7.67262469371568e-17,-3.0534624246739e-17,1.08422978924704e-14,11.8753897789335,2.16584398224319,-1.46866485283454e-14,40.0906763718699,3.11586685509192,4129.04847015222,4129.03279728539,4129.03279728539,4129.04847015222,39.1210024738072,39.1208243533433,39.1208243533433,39.1210024738072,-0.174532925199433,0,0,3.048
10.98,0.000460022686853054,-1.01286042354422e-15,8.3009066703838e-18,-0.174779577460736,5.78295327614285e-17,-2.70291423146807e-17,1.0899219167066e-14,11.9095283262681,2.17070649362721,-1.44621788587179e-14,40.3324427809049,3.11721071757055,4128.97428212827,4128.95895325643,4128.95895325643,4128.97428212827,39.1202104800917,39.1200363305997,39.1200363305997,39.1202104800917,-0.174532925199433,0,0,3.048
11,0.000447709100945761,-1.02584540067845e-15,8.3009066703838e-18,-0.174770500596178,3.86770411671969e-17,-2.34786720288249e-17,1.09529188294499e-14,11.943664600027,2.17556436855824,-1.42374645136255e-14,40.5748984268642,3.11853380643258,4128.90287929779,4128.88788814934,4128.88788814934,4128.90287929779,39.1194527723535,39.1192825201251,39.1192825201251,39.1194527723535,-0.174532925199433,0,0,3.048
11.02,0.000435667523429081,-1.05181591756743e-15,8.3009066703838e-18,-0.174761667274912,1.81179066870803e-17,-1.96800134089131e-17,1.10059725820189e-14,11.9777986572898,2.18041783368726,-1.40125847326852e-14,40.818043250527,3.11983599320261,4128.83425331148,4128.81959370191,4128.81959370191,4128.83425331148,39.1187292253128,39.1185627976968,39.1185627976968,39.1187292253128,-0.174532925199433,0,0,3.048
11.04,0.000423892949081833,-1.12972694841249e-15,8.3009066703838e-18,-0.17475307210694,-2.95275675561744e-18,-1.57912250497197e-17,1.10561833261987e-14,12.0119305539502,2.18526711529048,-1.37876217714114e-14,41.0618771945523,3.12111715448485,4128.76839536808,4128.75406119945,4128.75406119945,4128.76839536808,39.1180397083054,39.1178770336999,39.1178770336999,39.1180397083054,-0.174532925199433,0,0,3.048
11.06,0.000412380443589203,-1.09077113800058e-15,8.3009066703838e-18,-0.174744709801659,-2.44070747510742e-17,-1.18348854237484e-17,1.1103145541248e-14,12.0460603447365,2.19011243922703,-1.35626612249816e-14,41.3064002034542,3.12237717195015,4128.7052962195,4128.69128147991,4128.69128147991,4128.7052962195,39.1173840853483,39.1172250931935,39.1172250931935,39.1173840853483,-0.174532925199433,0,0,3.048
11.08,0.00040112514307717,-1.01285979606886e-15,8.3009066703838e-18,-0.174736575166448,-4.54777968289142e-17,-7.94645060080095e-18,1.11453070951401e-14,12.0801880832311,2.1949540308969,-1.33377887786624e-14,41.5516122235784,3.12361593232203,4128.64494617609,4128.63124493912,4128.63124493912,4128.64494617609,39.1167622152062,39.1166068359764,39.1166068359764,39.1167622152062,-0.174532925199433,0,0,3.048
11.1,0.000390122253626006,-1.1037561424343e-15,8.3009066703838e-18,-0.174728663105262,-6.61649244821343e-17,-4.12590892458231e-18,1.11826641391367e-14,12.1143138218904,2.1997921151993,-1.31130865681481e-14,41.7975132030782,3.12483332736184,4128.5873351118,4128.57394153595,4128.57394153595,4128.5873351118,39.1161739514577,39.1160221166535,39.1160221166535,39.1161739514577,-0.174532925199433,0,0,3.048
11.12,0.000379367050775152,-1.11674128271426e-15,8.3009066703838e-18,-0.17472096861724,-8.82587050612096e-17,-5.72247097642649e-20,1.12191149871481e-14,12.148437612064,2.20462691649122,-1.28886393921329e-14,42.0441030918908,3.12602925385301,4128.53245246952,4128.5193607976,4128.5193607976,4128.53245246952,39.1156191425619,39.115470784702,39.115470784702,39.1156191425619,-0.174532925199433,0,0,3.048
11.14,0.000368854879012556,-1.0907706006578e-15,8.3009066703838e-18,-0.174713486795318,-1.09841012756839e-16,3.92100426062772e-18,1.12501728818366e-14,12.1825595040141,2.20945865854645,-1.26645344943643e-14,42.2913818417148,3.1272036135845,4128.48028726631,4128.46749182485,4128.46749182485,4128.48028726631,39.1150976319258,39.1149526845388,39.1149526845388,39.1150976319258,-0.174532925199433,0,0,3.048
11.16,0.000358581151253606,-1.06479998863063e-15,8.3009066703838e-18,-0.174706212824859,-1.31679095846168e-16,7.94421555915019e-18,1.12775820585686e-14,12.2166795469342,2.21428756451481,-1.24408598575072e-14,42.5393494059862,3.1283563133333,4128.43082809873,4128.41832329736,4128.41832329736,4128.43082809873,39.114609257971,39.114467655587,39.114467655587,39.114609257971,-0.174532925199433,0,0,3.048
11.18,0.000348541348307805,-1.07778519438362e-15,8.3009066703838e-18,-0.174699141982287,-1.51854824508823e-16,1.16738576610991e-17,1.12972020020281e-14,12.2507977889679,2.21911385688185,-1.2217704937116e-14,42.7880057398565,3.12948726484611,4128.38406314819,4128.37184347898,4128.37184347898,4128.38406314819,39.1141538542019,39.1140155323441,39.1140155323441,39.1141538542019,-0.174532925199433,0,0,3.048
11.2,0.000338731018333723,-1.0777853420553e-15,8.3009066703838e-18,-0.174692269633735,-1.73053585109624e-16,1.55839129678648e-17,1.13152517344646e-14,12.2849142772272,2.22393775742878,-1.19951523156129e-14,43.0373508001693,3.13059638482024,4128.33998018629,4128.32804022313,4128.32804022313,4128.33998018629,39.1137312492734,39.1135961444492,39.1135961444492,39.1137312492734,-0.174532925199433,0,0,3.048
11.22,0.000329145776287341,-1.0258444838843e-15,8.3009066703838e-18,-0.174685591233705,-1.94252373410898e-16,1.94938248664886e-17,1.13292518925115e-14,12.3190290578109,2.22875948719286,-1.17732856969053e-14,43.2873845454388,3.13168359488357,4128.2985665802,4128.28690097812,4128.28690097812,4128.2985665802,39.1133412670586,39.1132093167508,39.1132093167508,39.1133412670586,-0.174532925199433,0,0,3.048
11.24,0.000319781303355112,-1.02584451456182e-15,8.3009066703838e-18,-0.174679102323736,-2.14428180850533e-16,2.32230559422674e-17,1.13369850072049e-14,12.3531421758223,2.23357926642814,-1.15521897922363e-14,43.538106935827,3.13274882157379,4128.25980929807,4128.24841279259,4128.24841279259,4128.25980929807,39.1129837267175,39.1128548693759,39.1128548693759,39.1129837267175,-0.174532925199433,0,0,3.048
11.26,0.000310633346385342,-1.02584422515631e-15,8.3009066703838e-18,-0.174672798531086,-2.34604008773888e-16,2.69521573792647e-17,1.13408641505902e-14,12.3872536753871,2.23839731456648,-1.13319465665037e-14,43.7895179331222,3.13379199631676,4128.22369491449,4128.21256232091,4128.21256232091,4128.22369491449,39.1126584427658,39.1125326177974,39.1125326177974,39.1126584427658,-0.174532925199433,0,0,3.048
11.28,0.000301697717306036,-1.10375546194144e-15,8.3009066703838e-18,-0.174666675567423,-2.55163484349184e-16,3.07488309098211e-17,1.13416869353551e-14,12.421363599671,2.24321385017912,-1.11126373062304e-14,44.041617500717,3.13481305540416,4128.19020961589,4128.17933582859,4128.17933582859,4128.19020961589,39.1123652251431,39.1122423729038,39.1122423729038,39.1123652251431,-0.174532925199433,0,0,3.048
11.3,0.000292970292536122,-1.09077023785272e-15,8.3009066703838e-18,-0.174660729227533,-2.76490240406456e-16,3.46807732043053e-17,1.13401804111048e-14,12.4554719908967,2.24802909093848,-1.08943466024246e-14,44.2944056035874,3.13581193997025,4128.15933920601,4128.1487191978,4128.1487191978,4128.15933920601,39.1121038792826,39.1119839410676,39.1119839410676,39.1121038792826,-0.174532925199433,0,0,3.048
11.32,0.000284447012389928,-1.05181470853821e-15,8.3009066703838e-18,-0.174654955388031,-2.97177639004679e-16,3.84997681287388e-17,1.13332388897591e-14,12.4895788903609,2.25284325358044,-1.06771606739839e-14,44.5478822082706,3.13678859596793,4128.13106911144,4128.12069793278,4128.12069793278,4128.13106911144,39.1118742061799,39.1117571242145,39.1117571242145,39.1118742061799,-0.174532925199433,0,0,3.048
11.34,0.000276123880477389,-1.01285901427233e-15,8.3009066703838e-18,-0.174649350006093,-3.17097801337208e-16,4.21832627248128e-17,1.13206636022617e-14,12.5236843384514,2.25765655386703,-1.04611617657968e-14,44.8020472828448,3.13774297414405,4128.10538438708,4128.0952571654,4128.0952571654,4128.10538438708,39.1116760024627,39.1115617198931,39.1115617198931,39.1116760024627,-0.174532925199433,0,0,3.048
11.36,0.000267996963096918,-1.03882930485469e-15,8.3009066703838e-18,-0.174643909118195,-3.36634350251754e-16,4.57989562635221e-17,1.13035541798957e-14,12.5577883746634,2.26246920654945,-1.02464301119137e-14,45.0569007969079,3.13867503001387,4128.08226972169,4128.07238166064,4128.07238166064,4128.08226972169,39.1115090604607,39.1113975213444,39.1113975213444,39.1115090604607,-0.174532925199433,0,0,3.048
11.38,0.000260062388619096,-1.06479957711767e-15,8.3009066703838e-18,-0.174638628838865,-3.5744968597062e-16,4.96401690980356e-17,1.12854532271531e-14,12.5918910376158,2.2672814253316,-1.0033043021027e-14,45.3124427215567,3.13958472383492,4128.0617094434,4128.05205582214,4128.05205582214,4128.0617094434,39.1113731682748,39.1112643175714,39.1112643175714,39.1113731682748,-0.174532925199433,0,0,3.048
11.4,0.000252316346872867,-1.03882911290161e-15,8.3009066703838e-18,-0.174633505359448,-3.78776548164253e-16,5.35715204484991e-17,1.12645045308234e-14,12.6259923650676,2.27209342283396,-9.82108582385508e-15,45.568673029367,3.14047202058003,4128.04368752534,4128.03426369777,4128.03426369777,4128.04368752534,39.1112681098479,39.1111618934095,39.1111618934095,39.1112681098479,-0.174532925199433,0,0,3.048
11.42,0.000244755088518322,-9.8688818501019e-16,8.3009066703838e-18,-0.174628534946884,-3.99208288318606e-16,5.73448359863151e-17,1.1237539517162e-14,12.6600923939334,2.27690541055794,-9.61064372733104e-15,45.8255916943724,3.14133688990965,4128.02818759114,4128.01898898517,4128.01898898517,4128.02818759114,39.1111936650347,39.1110900295964,39.1110900295964,39.1111936650347,-0.174532925199433,0,0,3.048
11.44,0.000237374924424608,-1.01285864985059e-15,8.3009066703838e-18,-0.174623713942494,-4.18233396288847e-16,6.0869885889747e-17,1.12035913512658e-14,12.6941911602993,2.28171759885062,-9.40179793748897e-15,46.0831986920452,3.14217930614352,4128.01519292058,4128.00621503737,4128.00621503737,4128.01519292058,39.1111496096721,39.1110485028423,39.1110485028423,39.1111496096721,-0.174532925199433,0,0,3.048
11.46,0.000230172225037027,-1.06479939886994e-15,8.3009066703838e-18,-0.174619038760789,-4.38153661990073e-16,6.45527645930976e-17,1.11679599681926e-14,12.7282886994381,2.28653019686994,-9.19462539307399e-15,46.3414939992754,3.1429992482316,4128.00468645519,4127.99592486838,4127.99592486838,4128.00468645519,39.1111357156499,39.1110370859009,39.1110370859009,39.1111357156499,-0.174532925199433,0,0,3.048
11.48,0.000223143419745876,-1.02584377754142e-15,8.3009066703838e-18,-0.174614505888276,-4.583296992854e-16,6.8280671027363e-17,1.11290165344561e-14,12.7623850458248,2.29134341255037,-8.98920742604192e-15,46.600477594352,3.14379669972434,4127.99665080383,4127.98810115883,4127.98810115883,4127.99665080383,39.1111517509814,39.1110555476395,39.1110555476395,39.1111517509814,-0.174532925199433,0,0,3.048
11.5,0.000216284996249943,-1.03882888837648e-15,8.3009066703838e-18,-0.174610111882294,-4.78889383969207e-16,7.20761615238408e-17,1.10872649333621e-14,12.7964802331514,2.29615745256899,-8.78562562694506e-15,46.8601494569427,3.14457164874225,4127.99106824841,4127.98272626155,4127.98272626155,4127.99106824841,39.1111974798741,39.1111036531102,39.1111036531102,39.1111974798741,-0.174532925199433,0,0,3.048
11.52,0.000209593499915423,-9.73902919416881e-16,8.3009066703838e-18,-0.174605853369846,-4.98170308340573e-16,7.56459829794981e-17,1.10385741364042e-14,12.8305742943416,2.30097252231199,-8.58395971082167e-15,47.1205095680746,3.14532408794482,4127.98792074945,4127.97978220729,4127.97978220729,4127.98792074945,39.1112726628008,39.1111811636206,39.1111811636206,39.1112726628008,-0.174532925199433,0,0,3.048
11.54,0.00020306553314001,-1.02584374413118e-15,8.3009066703838e-18,-0.174601727046462,-5.17323371928564e-16,7.91931654774813e-17,1.09859525284547e-14,12.8646672615655,2.30578882584172,-8.38428938549593e-15,47.3815579101153,3.14605401449884,4127.98718995179,4127.97925071032,4127.97925071032,4127.98718995179,39.1113770565707,39.1112878368049,39.1112878368049,39.1113770565707,-0.174532925199433,0,0,3.048
11.56,0.000196697754709087,-1.03882896435058e-15,8.3009066703838e-18,-0.174597729675054,-5.36732204190714e-16,8.27853849572548e-17,1.09301707224536e-14,12.8987591662539,2.3106065658641,-8.1866925794258e-15,47.6432944667536,3.146761430046,4127.98885719029,4127.98111317412,4127.98111317412,4127.98885719029,39.1115104144003,39.1114234266952,39.1114234266952,39.1115104144003,-0.174532925199433,0,0,3.048
11.58,0.000190486879151068,-1.01285843300982e-15,8.3009066703838e-18,-0.174593858084801,-5.56780440357648e-16,8.649031041378e-17,1.08722345369489e-14,12.9328500391123,2.31542594369656,-7.99124849064293e-15,47.9057192229804,3.14744634066992,4127.99290349544,4127.9853506971,4127.9853506971,4127.99290349544,39.1116724859849,39.1115876837924,39.1115876837924,39.1116724859849,-0.174532925199433,0,0,3.048
11.6,0.000184429676097067,-1.02584355710736e-15,8.3009066703838e-18,-0.174590109170042,-5.75933543377947e-16,9.00372670964449e-17,1.08083359545523e-14,12.9669399101351,2.32024715923642,-7.7980351191298e-15,48.1688321650704,3.14810875686254,4127.99930959913,4127.99194407821,4127.99194407821,4127.99930959913,39.1118630175698,39.1117803551379,39.1117803551379,39.1118630175698,-0.174532925199433,0,0,3.048
11.62,0.000178522969633976,-1.05181394575599e-15,8.3009066703838e-18,-0.174586479889174,-5.96493314960944e-16,9.38322639922557e-17,1.07439973134458e-14,13.0010288086187,2.32507041092978,-7.607132430722e-15,48.4326332805634,3.14874869348993,4128.00805594028,4128.00087382274,4128.00087382274,4128.00805594028,39.1120817520219,39.1120011843849,39.1120011843849,39.1120817520219,-0.174532925199433,0,0,3.048
11.64,0.000172763637659519,-1.09076949312836e-15,8.3009066703838e-18,-0.174582967263576,-6.17948248003648e-16,9.77850733245807e-17,1.06778729937554e-14,13.0351167631756,2.32989589574083,-7.41862264268196e-15,48.6971225582454,3.14936616975747,4128.01912267063,4128.01212014794,4128.01212014794,4128.01912267063,39.1123284289006,39.1122499118697,39.1122499118697,39.1123284289006,-0.174532925199433,0,0,3.048
11.66,0.000167148611240105,-1.16868067398414e-15,8.3009066703838e-18,-0.174579568376534,-6.39786827576812e-16,1.01805473143309e-16,1.06084072536213e-14,13.0692038017477,2.33472380912169,-7.23259010943611e-15,48.962299988131,3.14996120917449,4128.0324896604,4128.0256629888,4128.0256629888,4128.0324896604,39.1126027845304,39.1125262746836,39.1125262746836,39.1126027845304,-0.174532925199433,0,0,3.048
11.68,0.000161674873965671,-1.20763625181379e-15,8.3009066703838e-18,-0.174576280372188,-6.63543593995952e-16,1.06164114023364e-16,1.05392475777564e-14,13.1032899516187,2.33955434498272,-7.04912559164794e-15,49.228165561445,3.15053383951833,4128.04813650401,4128.04148200375,4128.04148200375,4128.04813650401,39.1129045520712,39.112830006744,39.112830006744,39.1129045520712,-0.174532925199433,0,0,3.048
11.7,0.000156339461303672,-1.24659185779075e-15,8.3009066703838e-18,-0.174573100454487,-6.88067644369074e-16,1.10658001514062e-16,1.04672985749043e-14,13.1373752394276,2.34438769566333,-6.86832201631484e-15,49.4947192706044,3.1510840927978,4128.06604252587,4128.0595565804,4128.0595565804,4128.06604252587,39.1132334615911,39.1131608388667,39.1131608388667,39.1132334615911,-0.174532925199433,0,0,3.048
11.72,0.000151139459960931,-1.18166577543592e-15,8.3009066703838e-18,-0.174570025886154,-7.12208073038425e-16,1.15084152918331e-16,1.03895975167762e-14,13.1714596911812,2.34922405190324,-6.69027819316126e-15,49.7619611092006,3.15161200521615,4128.08618678607,4128.07986584127,4128.07986584127,4128.08618678607,39.1135892401371,39.1135184988369,39.1135184988369,39.1135892401371,-0.174532925199433,0,0,3.048
11.74,0.0001460720072375,-1.23360659469211e-15,8.3009066703838e-18,-0.174567053987675,-7.35453365181252e-16,1.19352358807e-16,1.03053485968385e-14,13.2055433322666,2.35406360281431,-6.51509379438569e-15,50.0298910719816,3.15211761713349,4128.10854808612,4128.10238864954,4128.10238864954,4128.10854808612,39.1139716118071,39.1139027114813,39.1139027114813,39.1139716118071,-0.174532925199433,0,0,3.048
11.76,0.000141134290390952,-1.22062133426344e-15,8.3009066703838e-18,-0.174564182136285,-7.60488968167328e-16,1.2393623446126e-16,1.02208435237492e-14,13.2396261874634,2.35890653585277,-6.34286176124602e-15,50.2985091548349,3.15260097302865,4128.1331049747,4128.12710361477,4128.12710361477,4128.1331049747,39.1143802978219,39.1143131987396,39.1143131987396,39.1143802978219,-0.174532925199433,0,0,3.048
11.78,0.000136323545996709,-1.24659172617522e-15,8.3009066703838e-18,-0.174561407764983,-7.84885189886782e-16,1.28407277860226e-16,1.01299711833574e-14,13.2737082809557,2.36375303679209,-6.17368059475518e-15,50.5678153547697,3.15306212146058,4128.15983575342,4128.15398909869,4128.15398909869,4128.15983575342,39.1148150165963,39.1147496797363,39.1147496797363,39.1148150165963,-0.174532925199433,0,0,3.048
